State,Time,Device,Unit,
1167.43103,2024-09-12T06:56:09.000Z,illuminance_sensor,lux,
1167.883789,2024-09-12T06:58:49.000Z,illuminance_sensor,lux,
1179.768555,2024-09-12T07:01:11.000Z,illuminance_sensor,lux,
1196.180908,2024-09-12T07:04:08.000Z,illuminance_sensor,lux,
1220.516602,2024-09-12T07:07:24.000Z,illuminance_sensor,lux,
1239.758789,2024-09-12T07:09:37.000Z,illuminance_sensor,lux,
1246.66333,2024-09-12T07:11:03.000Z,illuminance_sensor,lux,
1252.775513,2024-09-12T07:12:10.000Z,illuminance_sensor,lux,
1256.057983,2024-09-12T07:13:42.000Z,illuminance_sensor,lux,
1263.075684,2024-09-12T07:15:36.000Z,illuminance_sensor,lux,
1289.901489,2024-09-12T07:17:53.000Z,illuminance_sensor,lux,
1296.013672,2024-09-12T07:18:57.000Z,illuminance_sensor,lux,
1322.27356,2024-09-12T07:21:08.000Z,illuminance_sensor,lux,
1315.708496,2024-09-12T07:23:13.000Z,illuminance_sensor,lux,
794.020569,2024-09-12T07:25:12.000Z,illuminance_sensor,lux,
1379.09436,2024-09-12T07:27:48.000Z,illuminance_sensor,lux,
1405.807007,2024-09-12T07:29:48.000Z,illuminance_sensor,lux,
1398.676147,2024-09-12T07:31:50.000Z,illuminance_sensor,lux,
473.809021,2024-09-12T07:33:50.000Z,illuminance_sensor,lux,
1421.200684,2024-09-12T07:36:07.000Z,illuminance_sensor,lux,
1444.970337,2024-09-12T07:38:25.000Z,illuminance_sensor,lux,
1468.287354,2024-09-12T07:39:29.000Z,illuminance_sensor,lux,
1460.024414,2024-09-12T07:41:29.000Z,illuminance_sensor,lux,
1538.803955,2024-09-12T07:43:37.000Z,illuminance_sensor,lux,
1553.065796,2024-09-12T07:44:34.000Z,illuminance_sensor,lux,
1495.678955,2024-09-12T07:46:34.000Z,illuminance_sensor,lux,
692.490112,2024-09-12T07:49:05.000Z,illuminance_sensor,lux,
695.772583,2024-09-12T07:50:56.000Z,illuminance_sensor,lux,
1697.155273,2024-09-12T07:53:08.000Z,illuminance_sensor,lux,
1700.437866,2024-09-12T07:55:08.000Z,illuminance_sensor,lux,
1731.791138,2024-09-12T07:57:08.000Z,illuminance_sensor,lux,
1401.732178,2024-09-12T07:59:51.000Z,illuminance_sensor,lux,
1700.890503,2024-09-12T08:02:31.000Z,illuminance_sensor,lux,
1700.890503,2024-09-12T08:04:32.000Z,illuminance_sensor,lux,
1162.224243,2024-09-12T08:12:28.000Z,illuminance_sensor,lux,
941.16626,2024-09-12T08:10:28.000Z,illuminance_sensor,lux,
1898.065796,2024-09-12T08:14:31.000Z,illuminance_sensor,lux,
1957.942749,2024-09-12T08:16:28.000Z,illuminance_sensor,lux,
1830.265503,2024-09-12T08:18:28.000Z,illuminance_sensor,lux,
880.610168,2024-09-12T08:20:28.000Z,illuminance_sensor,lux,
854.803101,2024-09-12T08:22:28.000Z,illuminance_sensor,lux,
1084.123901,2024-09-12T08:26:28.000Z,illuminance_sensor,lux,
1124.532349,2024-09-12T08:28:28.000Z,illuminance_sensor,lux,
1141.85022,2024-09-12T08:30:28.000Z,illuminance_sensor,lux,
1079.709595,2024-09-12T08:32:29.000Z,illuminance_sensor,lux,
1052.544189,2024-09-12T08:34:29.000Z,illuminance_sensor,lux,
1058.769531,2024-09-12T08:36:30.000Z,illuminance_sensor,lux,
1035.679077,2024-09-12T08:40:28.000Z,illuminance_sensor,lux,
1014.625854,2024-09-12T08:42:28.000Z,illuminance_sensor,lux,
944.109192,2024-09-12T08:44:28.000Z,illuminance_sensor,lux,
938.223328,2024-09-12T08:46:28.000Z,illuminance_sensor,lux,
934.261719,2024-09-12T08:48:28.000Z,illuminance_sensor,lux,
935.733215,2024-09-12T08:50:28.000Z,illuminance_sensor,lux,
934.488098,2024-09-12T08:52:28.000Z,illuminance_sensor,lux,
895.777466,2024-09-12T08:54:28.000Z,illuminance_sensor,lux,
872.68689,2024-09-12T08:56:29.000Z,illuminance_sensor,lux,
858.877869,2024-09-12T08:58:28.000Z,illuminance_sensor,lux,
843.710571,2024-09-12T09:00:28.000Z,illuminance_sensor,lux,
826.166321,2024-09-12T09:02:29.000Z,illuminance_sensor,lux,
821.978271,2024-09-12T09:04:30.000Z,illuminance_sensor,lux,
821.865112,2024-09-12T09:06:29.000Z,illuminance_sensor,lux,
826.392639,2024-09-12T09:08:29.000Z,illuminance_sensor,lux,
855.255859,2024-09-12T09:10:30.000Z,illuminance_sensor,lux,
872.68689,2024-09-12T09:12:28.000Z,illuminance_sensor,lux,
866.008789,2024-09-12T09:14:31.000Z,illuminance_sensor,lux,
854.350281,2024-09-12T09:16:30.000Z,illuminance_sensor,lux,
882.873901,2024-09-12T09:18:35.000Z,illuminance_sensor,lux,
947.504822,2024-09-12T09:19:43.000Z,illuminance_sensor,lux,
974.443848,2024-09-12T09:21:43.000Z,illuminance_sensor,lux,
1006.476257,2024-09-12T09:22:55.000Z,illuminance_sensor,lux,
1023.341492,2024-09-12T09:23:57.000Z,illuminance_sensor,lux,
1047.903442,2024-09-12T09:25:58.000Z,illuminance_sensor,lux,
1134.945801,2024-09-12T09:27:12.000Z,illuminance_sensor,lux,
1220.96936,2024-09-12T09:29:26.000Z,illuminance_sensor,lux,
1251.530396,2024-09-12T09:31:23.000Z,illuminance_sensor,lux,
1287.184937,2024-09-12T09:33:25.000Z,illuminance_sensor,lux,
1327.819824,2024-09-12T09:35:23.000Z,illuminance_sensor,lux,
1364.266602,2024-09-12T09:37:25.000Z,illuminance_sensor,lux,
1390.866089,2024-09-12T09:39:23.000Z,illuminance_sensor,lux,
1425.275513,2024-09-12T09:41:23.000Z,illuminance_sensor,lux,
1493.641602,2024-09-12T09:43:23.000Z,illuminance_sensor,lux,
1431.387695,2024-09-12T09:45:23.000Z,illuminance_sensor,lux,
1391.545166,2024-09-12T09:47:24.000Z,illuminance_sensor,lux,
1378.528442,2024-09-12T09:49:23.000Z,illuminance_sensor,lux,
1435.915161,2024-09-12T09:51:23.000Z,illuminance_sensor,lux,
1522.278442,2024-09-12T09:53:23.000Z,illuminance_sensor,lux,
1741.412231,2024-09-12T09:55:23.000Z,illuminance_sensor,lux,
1435.688965,2024-09-12T09:57:23.000Z,illuminance_sensor,lux,
1399.694824,2024-09-12T09:59:23.000Z,illuminance_sensor,lux,
